form	pos	lemma
goids	NOU-P	God
des	PD(type=d-p,subtype=art,position=prenom)	de
vaders	NOU-C(number=sg)	vader
almechtics	ADV(type=reg)	almachtigs
hoe	ADV(type=reg)	hoe
sy	PD(type=pers,position=free)	zij
leven	VRB(finiteness=inf)	leven
souden	VRB(finiteness=fin,tense=past)	zullen
in	ADP(type=pre)	in
dese	PD(type=d-p,subtype=oth,position=prenom)	deze
werelt	NOU-C(number=sg)	wereld
dander	PD(type=d-p,subtype=art,position=prenom)+NUM(type=ord,position=prenom,representation=let)	de+ander
maniere	NOU-C(number=sg)	manier
sijn	VRB(finiteness=fin,tense=pres)	zijn
die	PD(type=d-p,position=free)	die
gene	PD(type=d-p,position=free)	geen
van	ADP(type=pre)	van
der	PD(type=d-p,position=free)	de
welker	PD(type=w-p,position=free)	welk
arbeide	NOU-C(number=sg)	arbeid
leven	VRB(finiteness=fin,tense=pres)	leven
alle	PD(type=indef,position=free)	al
die	PD(type=d-p,subtype=art,position=prenom)	die
liede	NOU-C(number=pl)	lieden
dat	PD(type=d-p,position=free)	dat
sijn	VRB(finiteness=fin,tense=pres)	zijn
die	PD(type=d-p,position=free)	die
ghene	PD(type=d-p,position=free)	gene
die	PD(type=d-p,position=free)	die
pinen	VRB(finiteness=fin,tense=pres)	pijnen
ende	CONJ(type=coor)	en
winnen	VRB(finiteness=fin,tense=pres)	winnen
de	PD(type=d-p,subtype=art,position=prenom)	de
lande	NOU-C(number=sg)	land
ende	CONJ(type=coor)	en
deerde	VRB(finiteness=fin,tense=past)	deren
omme	CONJ(type=sub)	om
dat	CONJ(type=sub)	dat
sy	PD(type=pers,position=free)	zij
hare	PD(type=poss,position=prenom)	haar
vrucht	NOU-C(number=sg)	vrucht
bringen	VRB(finiteness=inf)	brengen
sal	VRB(finiteness=fin,tense=pres)	zullen
daer	ADV(type=pron)	daar
sy	PD(type=pers,position=free)	zij
ende	CONJ(type=coor)	en
alle	PD(type=indef,position=free)	al
die	PD(type=d-p,subtype=art,position=prenom)	die
werelt	NOU-C(number=sg)	wereld
by	ADV(type=pron)	bij
leven	VRB(finiteness=fin,tense=pres)	leven
die	PD(type=d-p,subtype=art,position=prenom)	die
derde	NUM(type=ord,position=prenom,representation=let)	derde
maniere	NOU-C(number=sg)	manier
sijn	VRB(finiteness=fin,tense=pres)	zijn
die	PD(type=d-p,subtype=art,position=prenom)	die
heerscapien	NOU-C(number=pl)	heerschappij
die	PD(type=d-p,position=free)	die
tfolc	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	dat+volk
regeren	VRB(finiteness=fin,tense=pres)	regeren
ende	CONJ(type=coor)	en
castien	VRB(finiteness=fin,tense=pres)	kastijden
van	ADP(type=pre)	van
overdade	NOU-C(number=sg)	overdaad
alsoe	ADV(type=reg)	alzo
dat	CONJ(type=sub)	dat
rike	NOU-C(number=sg)	rijk
ende	CONJ(type=coor)	en
arme	NOU-C(number=sg)	arme
seker	AA(degree=pos,position=free)	zeker
mogen	VRB(finiteness=fin,tense=pres)	mogen
gaen	VRB(finiteness=inf)	gaan
ende	CONJ(type=coor)	en
riden	VRB(finiteness=inf)	rijden
inden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+de
lande	NOU-C(number=sg)	land
die	PD(type=d-p,subtype=art,position=prenom)	die
vierde	NUM(type=ord,position=prenom,representation=let)	vierde
maniere	NOU-C(number=sg)	manier
die	PD(type=d-p,position=free)	die
de	PD(type=d-p,subtype=art,position=prenom)	de
comenscapen	NOU-C(number=pl)	koopmanschap
maken	VRB(finiteness=fin,tense=pres)	maken
ende	CONJ(type=coor)	en
die	PD(type=d-p,subtype=art,position=prenom)	die
marcten	NOU-C(number=pl)	markt
houden	VRB(finiteness=fin,tense=pres)	houden
ende	CONJ(type=coor)	en
die	PD(type=d-p,position=free)	die
ghene	PD(type=d-p,position=free)	gene
die	PD(type=d-p,position=free)	die
voeren	VRB(finiteness=fin,tense=pres)	voeren
die	PD(type=d-p,subtype=art,position=prenom)	die
dinge	NOU-C(number=pl)	ding
der	PD(type=d-p,position=free)	de
men	PD(type=pers,position=free)	men
behoeft	VRB(finiteness=fin,tense=pres)	behoeven
vanden	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	van+de
enen	NUM(type=card,position=prenom,representation=let)	een
lande	NOU-C(number=sg)	land
in	ADP(type=pre)	in
dandere	PD(type=d-p,subtype=art,position=prenom)+NUM(type=ord,position=free,representation=let)	de+ander
ende	CONJ(type=coor)	en
en	ADV(type=reg)	ne
waren	VRB(finiteness=fin,tense=past)	zijn
dese	PD(type=d-p,subtype=oth,position=prenom)	deze
iiij	NUM(type=card,position=prenom,representation=rom)	vier
manieren	NOU-C(number=pl)	manier
die	PD(type=d-p,subtype=art,position=prenom)	die
werelt	NOU-C(number=sg)	wereld
en	ADV(type=reg)	ne
mochte	VRB(finiteness=fin,tense=past)	mogen
niet	ADV(type=reg)	niet
behouden	VRB(finiteness=inf)	behouden
bliven	VRB(finiteness=inf)	blijven
sidrac	NOU-P	Sidrac
antwort	VRB(finiteness=fin,tense=pres)	antwoorden
alse	CONJ(type=sub)	als
de	PD(type=d-p,subtype=art,position=prenom)	de
man	NOU-C(number=sg)	man
siet	VRB(finiteness=fin,tense=pres)	zien
dat	PD(type=d-p,subtype=art,position=prenom)	dat
wijf	NOU-C(number=sg)	wijf
ende	CONJ(type=coor)	en
hise	PD(type=pers,position=free)+PD(type=pers,position=free)	hij+zij
dan	ADV(type=reg)	dan
mint	VRB(finiteness=fin,tense=pres)	minnen
ende	CONJ(type=coor)	en
dwijf	VRB(finiteness=fin,tense=pres)	dwijven
den	PD(type=d-p,subtype=art,position=prenom)	de
man	NOU-C(number=sg)	man
dat	PD(type=d-p,position=free)	dat
compt	VRB(finiteness=fin,tense=pres)	komen
hem	PD(type=pers,position=free)	hij
van	ADP(type=pre)	van
ongestadeger	AA(degree=pos,position=prenom)	ongestadig
ende	CONJ(type=coor)	en
ydelre	AA(degree=pos,position=prenom)	ijdel
herten	NOU-C(number=sg)	hert
ende	CONJ(type=coor)	en
die	PD(type=d-p,position=free)	die
sijn	VRB(finiteness=fin,tense=pres)	zijn
van	ADP(type=pre)	van
crancken	AA(degree=pos,position=prenom)	krank
sinne	NOU-C(number=sg)	zin
ende	CONJ(type=coor)	en
van	ADP(type=pre)	van
crancker	AA(degree=pos,position=prenom)	krank
complexien	NOU-C(number=sg)	complexie
ende	CONJ(type=coor)	en
van	ADP(type=pre)	van
grooter	AA(degree=pos,position=prenom)	groot
ydelheit	NOU-C(number=sg)	ijdelheid
van	ADP(type=pre)	van
herten	NOU-C(number=sg)	hert
soe	ADV(type=reg)	zo
onthouden	VRB(finiteness=fin,tense=pres)	onthouden
sy	PD(type=pers,position=free)	zij
die	PD(type=d-p,subtype=art,position=prenom)	die
dwaesheit	NOU-C(number=sg)	dwaasheid
in	ADP(type=pre)	in
hare	PD(type=poss,position=prenom)	haar
herte	NOU-C(number=sg)	hart
ende	CONJ(type=coor)	en
die	PD(type=d-p,subtype=art,position=prenom)	die
scoenheit	NOU-C(number=sg)	schoonheid
des	PD(type=d-p,subtype=art,position=prenom)	de
lichamen	NOU-C(number=sg)	lichaam
blijft	VRB(finiteness=fin,tense=pres)	blijven
hem	PD(type=pers,position=free)	hij
in	ADP(type=pre)	in
hare	PD(type=poss,position=prenom)	haar
herte	NOU-C(number=sg)	hart
ende	CONJ(type=coor)	en
dat	PD(type=d-p,subtype=art,position=prenom)	dat
herte	NOU-C(number=sg)	hart
es	VRB(finiteness=fin,tense=pres)	zijn
sottelijc	AA(degree=pos,position=free)	zottelijk
bedacht	VRB(finiteness=pastpart)	bedenken
die	PD(type=d-p,position=free)	die
de	PD(type=d-p,subtype=art,position=prenom)	de
rijsheit	NOU-C(number=sg)	rijsheid
onthout	VRB(finiteness=fin,tense=pres)	onthouden
in	ADP(type=pre)	in
de	PD(type=d-p,subtype=art,position=prenom)	de
hersenen	NOU-C(number=pl)	hersenen
ende	CONJ(type=coor)	en
die	PD(type=d-p,subtype=art,position=prenom)	die
hersenen	NOU-C(number=pl)	hersenen
antwerden	VRB(finiteness=fin,tense=pres)	antwoorden
voert	VRB(finiteness=fin,tense=pres)	voeren
den	PD(type=d-p,subtype=art,position=prenom)	de
ogen	NOU-C(number=pl)	oog
ende	CONJ(type=coor)	en
doen	VRB(finiteness=fin,tense=pres)	doen
de	PD(type=d-p,subtype=art,position=prenom)	de
ogen	NOU-C(number=pl)	oog
riselijc	AA(degree=pos,position=free)	rijselijk
sien	VRB(finiteness=inf)	zien
op	ADP(type=pre)	op
de	PD(type=d-p,subtype=art,position=prenom)	de
creatueren	NOU-C(number=pl)	creatuur
ende	CONJ(type=coor)	en
ontfaen	VRB(finiteness=fin,tense=pres)	ontvangen
een	PD(type=indef,subtype=art,position=prenom)	een
gepens	NOU-C(number=sg)	gepeins
met	ADP(type=pre)	met
grooter	AA(degree=pos,position=prenom)	groot
ghenuechten	NOU-C(number=sg)	geneugte
ende	CONJ(type=coor)	en
omme	ADP(type=pre)	om
de	PD(type=d-p,subtype=art,position=prenom)	de
sotte	AA(degree=pos,position=prenom)	zot
ghenuechte	NOU-C(number=sg)	geneugte
soe	ADV(type=reg)	zo
mint	VRB(finiteness=fin,tense=pres)	minnen
hise	PD(type=pers,position=free)+PD(type=pers,position=free)	hij+zij
ende	CONJ(type=coor)	en
soe	CONJ(type=sub)	zo
hise	PD(type=pers,position=free)+PD(type=pers,position=free)	hij+zij
meer	ADV(type=reg)	meer
oefent	VRB(finiteness=fin,tense=pres)	oefenen
soe	ADV(type=reg)	zo
hise	PD(type=pers,position=free)+PD(type=pers,position=free)	hij+zij
meer	ADV(type=reg)	meer
mint	VRB(finiteness=fin,tense=pres)	minnen
ende	CONJ(type=coor)	en
set	VRB(finiteness=fin,tense=pres)	zetten
hemselven	PD(type=refl,position=free)	hemzelf
in	ADP(type=pre)	in
groter	AA(degree=pos,position=prenom)	groot
pine	NOU-C(number=sg)	pijn
ende	CONJ(type=coor)	en
vernoy	NOU-C(number=sg)	vernooi
ende	CONJ(type=coor)	en
sonder	ADP(type=pre)	zonder
noot	NOU-C(number=sg)	noot
maer	CONJ(type=coor)	maar
dat	PD(type=d-p,subtype=art,position=prenom)	dat
vroede	AA(degree=pos,position=prenom)	vroed
herte	NOU-C(number=sg)	hart
dat	PD(type=d-p,position=free)	dat
goet	AA(degree=pos,position=free)	goed
ende	CONJ(type=coor)	en
vast	AA(degree=pos,position=free)	vast
es	VRB(finiteness=fin,tense=pres)	zijn
alsi	CONJ(type=sub)+PD(type=pers,position=free)	alse+zij
siet	VRB(finiteness=fin,tense=pres)	zien
ene	PD(type=indef,subtype=art,position=prenom)	een
creatuere	NOU-C(number=sg)	creatuur
soe	ADV(type=reg)	zo
pensti	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	peinzen+gij
in	ADP(type=pre)	in
hem	PD(type=refl,position=free)	hij
selven	PD(type=d-p,position=free)	zelf
ende	CONJ(type=coor)	en
seget	VRB(finiteness=fin,tense=pres)	zeggen
gebenedijt	VRB(finiteness=pastpart)	benedijen
sy	PD(type=pers,position=free)	zij
god	NOU-P	God
die	PD(type=d-p,subtype=art,position=prenom)	die
sceppere	NOU-C(number=sg)	schepper
die	PD(type=d-p,position=free)	die
alsoe	ADV(type=reg)	alzo
sconen	AA(degree=pos,position=prenom)	schoon
creatuere	NOU-C(number=sg)	creatuur
maect	VRB(finiteness=fin,tense=pres)	maken
te	ADP(type=pre)	te
sinen	PD(type=poss,position=prenom)	zijn
love	NOU-C(number=sg)	lof
ende	CONJ(type=coor)	en
te	ADP(type=pre)	te
sinen	PD(type=poss,position=prenom)	zijn
dienste	NOU-C(number=sg)	dienst
ende	CONJ(type=coor)	en
daer	ADV(type=pron)	daar
na	ADV(type=pron)	na
en	ADV(type=reg)	ne
sal	VRB(finiteness=fin,tense=pres)	zullen
hem	PD(type=pers,position=free)	hij
nemmermeer	ADV(type=reg)	nimmermeer
gedinken	VRB(finiteness=inf)	gedenken
hare	PD(type=poss,position=prenom)	haar
scoenheit	NOU-C(number=sg)	schoonheid
clene	AA(degree=pos,position=free)	klein
no	CONJ(type=coor)	noch
groot	AA(degree=pos,position=free)	groot
ende	CONJ(type=coor)	en
eest	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+het
datter	CONJ(type=sub)+ADV(type=reg)	dat+er
hem	PD(type=pers,position=free)	hij
gedinct	VRB(finiteness=fin,tense=pres)	gedenken
soe	ADV(type=reg)	zo
en	ADV(type=reg)	ne
sal	VRB(finiteness=fin,tense=pres)	zullen
hire	ADV(type=pron)+PD(type=pers,position=free)	hier+hij
niet	ADV(type=reg)	niet
op	VRB(finiteness=fin,tense=pres)+ADV(type=pron)	opsteken
achten	VRB(finiteness=inf)	achten
ende	CONJ(type=coor)	en
daer	ADV(type=pron)	daar
op	ADV(type=pron)	op
merren	VRB(finiteness=inf)	marren
ende	CONJ(type=coor)	en
aldus	ADV(type=reg)	aldus
dwijf	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	de+wijf
omme	ADP(type=pre)	om
den	PD(type=d-p,subtype=art,position=prenom)	de
man	NOU-C(number=sg)	man
ende	CONJ(type=coor)	en
dit	PD(type=d-p,position=free)	dit
sijn	VRB(finiteness=fin,tense=pres)	zijn
die	PD(type=d-p,position=free)	die
ghene	PD(type=d-p,position=free)	gene
die	PD(type=d-p,position=free)	die
in	ADP(type=pre)	in
dander	PD(type=d-p,subtype=art,position=prenom)+NUM(type=ord,position=prenom,representation=let)	de+ander
werelt	NOU-C(number=sg)	wereld
selen	VRB(finiteness=fin,tense=pres)	zullen
hebben	VRB(finiteness=inf)	hebben
die	PD(type=d-p,subtype=art,position=prenom)	die
minne	NOU-C(number=sg)	minne
des	PD(type=d-p,subtype=art,position=prenom)	de
duvels	NOU-C(number=sg)	duvel
daer	ADV(type=pron)	daar
omme	ADV(type=pron)	om
dat	CONJ(type=sub)	dat
sy	PD(type=pers,position=free)	zij
ghewijst	VRB(finiteness=pastpart)	wijzen
hebben	VRB(finiteness=fin,tense=pres)	hebben
tgoede	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+goed
den	PD(type=d-p,subtype=art,position=prenom)	de
lieden	NOU-C(number=pl)	lieden
ende	CONJ(type=coor)	en
doen	VRB(finiteness=fin,tense=pres)	doen
selve	PD(type=d-p,position=free)	zelf
tquade	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+kwaad
sekerlijc	AA(degree=pos,position=free)	zekerlijk
dats	PD(type=d-p,position=free)+VRB(finiteness=fin,tense=pres)	dat+zijn
wel	ADV(type=reg)	wel
recht	AA(degree=pos,position=free)	recht
dat	CONJ(type=sub)	dat
sijs	PD(type=pers,position=free)+PD(type=d-p,position=free)	zij+dat
te	ADV(type=reg)	te
wers	NOU-C(number=sg)	wars
hebben	VRB(finiteness=fin,tense=pres)	hebben
hy	PD(type=pers,position=free)	hij
slecht	VRB(finiteness=fin,tense=pres)	slechten
den	PD(type=d-p,position=free)	de
ghenen	PD(type=d-p,position=free)	gene
die	PD(type=d-p,position=free)	die
een	PD(type=indef,subtype=art,position=prenom)	een
goet	AA(degree=pos,position=prenom)	goed
dinc	NOU-C(number=sg)	ding
deilt	VRB(finiteness=fin,tense=pres)	delen
onder	ADP(type=pre)	onder
die	PD(type=d-p,subtype=art,position=prenom)	die
liede	NOU-C(number=pl)	lieden
ende	CONJ(type=coor)	en
geeft	VRB(finiteness=fin,tense=pres)	geven
elcken	PD(type=indef,position=free)	elk
sijn	PD(type=poss,position=prenom)	zijn
deel	NOU-C(number=sg)	deel
ende	CONJ(type=coor)	en
hout	VRB(finiteness=fin,tense=pres)	houden
selve	PD(type=d-p,position=free)	zelf
tquaetste	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+kwaadste
ende	CONJ(type=coor)	en
deilt	VRB(finiteness=fin,tense=pres)	delen
dat	PD(type=d-p,subtype=art,position=prenom)	dat
goede	AA(degree=pos,position=prenom)	goed
deel	NOU-C(number=sg)	deel
met	ADP(type=pre)	met
redenen	NOU-C(number=pl)	reden
soe	ADV(type=reg)	zo
eest	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+het
recht	AA(degree=pos,position=free)	recht
dat	PD(type=d-p,position=free)	dat
quade	NOU-C(number=sg)	kwaad
sijn	VRB(finiteness=fin,tense=pres)	zijn
sy	PD(type=pers,position=free)	zij
na	ADV(type=reg)	na
dien	ADV(type=reg)	die
datti	CONJ(type=sub)+PD(type=pers,position=free)	dat+gij
neemt	VRB(finiteness=fin,tense=pres)	nemen
by	ADP(type=pre)	bij
sinen	PD(type=poss,position=prenom)	zijn
wille	NOU-C(number=sg)	wil
ende	CONJ(type=coor)	en
dat	CONJ(type=sub)	dat
hijt	PD(type=pers,position=free)+PD(type=pers,position=free)	hij+het
mere	ADV(type=reg)	meer
ontgelde	VRB(finiteness=fin,tense=past)	ontgelden
dan	CONJ(type=sub)	dan
oft	CONJ(type=sub)	of
een	PD(type=indef,subtype=art,position=prenom)	een
ander	PD(type=indef,position=free)	ander
hadde	VRB(finiteness=fin,tense=past)	hebben
gedaen	VRB(finiteness=pastpart)	doen
aldus	ADV(type=reg)	aldus
eest	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+het
van	ADP(type=pre)	van
hem	PD(type=pers,position=free)	hij
die	PD(type=d-p,position=free)	die
den	PD(type=d-p,subtype=art,position=prenom)	de
anderen	NUM(type=ord,position=free,representation=let)	ander
tgoet	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+goed
leren	VRB(finiteness=fin,tense=pres)	leren
ende	CONJ(type=coor)	en
doen	VRB(finiteness=fin,tense=pres)	doen
selve	PD(type=d-p,position=free)	zelf
tquade	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)	het+kwaad
eest	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+het
dat	CONJ(type=sub)	dat
sijt	PD(type=pers,position=free)+PD(type=pers,position=free)	zij+het
kinnen	VRB(finiteness=fin,tense=pres)	kennen
vochtheit	NOU-C(number=sg)	vochtheid
den	PD(type=d-p,subtype=art,position=prenom)	de
ghedachte	NOU-C(number=sg)	gedachte
ende	CONJ(type=coor)	en
claerheit	NOU-C(number=sg)	klaarheid
den	PD(type=d-p,subtype=art,position=prenom)	de
ogen	NOU-C(number=pl)	oog
ende	CONJ(type=coor)	en
lichtheit	NOU-C(number=sg)	lichtheid
den	PD(type=d-p,subtype=art,position=prenom)	de
lieden	NOU-C(number=pl)	lieden
ende	CONJ(type=coor)	en
daer	ADV(type=pron)	daar
omme	ADV(type=pron)	om
es	VRB(finiteness=fin,tense=pres)	zijn
dan	ADV(type=reg)	dan
dat	PD(type=d-p,subtype=art,position=prenom)	dat
herte	NOU-C(number=sg)	hart
blide	NOU-C(number=sg)	blijde
ende	CONJ(type=coor)	en
wet	NOU-C(number=sg)	wet
es	VRB(finiteness=fin,tense=pres)	zijn
de	PD(type=d-p,subtype=art,position=prenom)	de
mensche	NOU-C(number=sg)	mens
vroet	AA(degree=pos,position=free)	vroed
ende	CONJ(type=coor)	en
behendich	AA(degree=pos,position=free)	behendig
hy	PD(type=pers,position=free)	hij
en	ADV(type=reg)	ne
sal	VRB(finiteness=fin,tense=pres)	zullen
sine	PD(type=poss,position=prenom)	zijn
wijsheit	NOU-C(number=sg)	wijsheid
niet	ADV(type=reg)	niet
keren	VRB(finiteness=inf)	keren
int	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)	in+het
quade	NOU-C(number=sg)	kwaad
maer	CONJ(type=coor)	maar
in	ADP(type=pre)	in
doegden	NOU-C(number=pl)	deugd
ende	CONJ(type=coor)	en
in	ADP(type=pre)	in
trouheden	NOU-C(number=pl)	trouwheid
ende	CONJ(type=coor)	en
eest	VRB(finiteness=fin,tense=pres)+PD(type=pers,position=free)	zijn+het
datti	CONJ(type=sub)+PD(type=pers,position=free)	dat+gij
anders	ADV(type=reg)	anders
doet	VRB(finiteness=fin,tense=pres)	doen
soe	ADV(type=reg)	zo
es	VRB(finiteness=fin,tense=pres)	zijn
sine	PD(type=poss,position=prenom)	zijn
wijsheit	NOU-C(number=sg)	wijsheid
verloren	VRB(finiteness=pastpart)	verliezen
in	ADP(type=pre)	in
hem	PD(type=pers,position=free)	hij
alse	CONJ(type=sub)	als
een	PD(type=indef,subtype=art,position=prenom)	een
tortise	NOU-C(number=sg)	tortijs
die	PD(type=d-p,position=free)	die
bernet	VRB(finiteness=fin,tense=pres)	branden
ende	CONJ(type=coor)	en
licht	AA(degree=pos,position=free)	licht
voir	ADP(type=pre)	voor
blinde	AA(degree=pos,position=prenom)	blind
liede	NOU-C(number=pl)	lieden
dien	PD(type=d-p,position=free)	dat
sy	PD(type=pers,position=free)	zij
en	ADV(type=reg)	ne
genen	VRB(finiteness=fin,tense=pres)	genen
oirboer	NOU-C(number=sg)	oorbaar
en	ADV(type=reg)	ne
doet	VRB(finiteness=fin,tense=pres)	doen
maer	CONJ(type=coor)	maar
scade	NOU-C(number=sg)	schade
haerselven	PD(type=refl,position=free)	haarzelf
want	CONJ(type=sub)	want
sy	PD(type=pers,position=free)	zij
haer	PD(type=pers,position=free)	zij
selven	PD(type=d-p,position=free)	zelf
verteert	VRB(finiteness=fin,tense=pres)	verteren
ende	CONJ(type=coor)	en
scade	NOU-C(number=sg)	schade
doet	VRB(finiteness=fin,tense=pres)	doen
sonder	ADP(type=pre)	zonder
oirbore	NOU-C(number=sg)	oorbaar
die	PD(type=d-p,subtype=art,position=prenom)	die
blinde	NOU-C(number=sg)	blinde
die	PD(type=d-p,position=free)	die
niet	ADV(type=reg)	niet
en	ADV(type=reg)	ne
sien	VRB(finiteness=fin,tense=pres)	zien
gepens	VRB(finiteness=pastpart)	peinzen
welkerhande	PD(type=indef,position=free)	welkerhande
dat	CONJ(type=sub)	dat
sy	PD(type=pers,position=free)	zij
maer	CONJ(type=coor)	maar
de	PD(type=d-p,position=free)	de
ghene	PD(type=d-p,position=free)	gene
die	PD(type=d-p,position=free)	die
niet	ADV(type=reg)	niet
en	ADV(type=reg)	ne
sien	VRB(finiteness=fin,tense=pres)	zien
ende	CONJ(type=coor)	en
niet	ADV(type=reg)	niet
en	ADV(type=reg)	ne
pensen	VRB(finiteness=fin,tense=pres)	peinzen
om	ADP(type=pre)	om
dingen	NOU-C(number=pl)	ding
die	PD(type=d-p,position=free)	die
sy	PD(type=pers,position=free)	zij
van	ADP(type=pre)	van
binnen	ADV(type=reg)	binnen
sien	VRB(finiteness=inf)	zien
mogen	VRB(finiteness=fin,tense=pres)	mogen
ofte	CONJ(type=coor)	ofte
de	PD(type=d-p,position=free)	de
ghene	PD(type=d-p,position=free)	gene
die	PD(type=d-p,position=free)	die
sien	VRB(finiteness=fin,tense=pres)	zien
ende	CONJ(type=coor)	en
niet	ADV(type=reg)	niet
en	ADV(type=reg)	ne
sien	VRB(finiteness=fin,tense=pres)	zien
sy	PD(type=pers,position=free)	zij
pensen	NOU-C(number=sg)	pens
omme	CONJ(type=sub)	om
dat	CONJ(type=sub)	dat
sy	PD(type=pers,position=free)	zij
sien	VRB(finiteness=fin,tense=pres)	zien
ende	CONJ(type=coor)	en
omme	CONJ(type=sub)	om
dat	CONJ(type=sub)	dat
sy	PD(type=pers,position=free)	zij
niet	ADV(type=reg)	niet
en	ADV(type=reg)	ne
sien	VRB(finiteness=fin,tense=pres)	zien
dit	PD(type=d-p,position=free)	dit
sijn	VRB(finiteness=fin,tense=pres)	zijn
rechte	AA(degree=pos,position=prenom)	recht
beesten	NOU-C(number=pl)	beest
ende	CONJ(type=coor)	en
arger	AA(degree=comp,position=free)	erg
dan	CONJ(type=sub)	dan
beesten	NOU-C(number=pl)	beest
want	CONJ(type=coor)	want
die	PD(type=d-p,subtype=art,position=prenom)	die
beeste	NOU-C(number=sg)	beest
penst	VRB(finiteness=fin,tense=pres)	peinzen
selc	ADV(type=reg)	zelk
stont	ADV(type=reg)	stond
omme	ADP(type=pre)	om
hare	PD(type=poss,position=prenom)	haar
spise	NOU-C(number=sg)	spijs
te	ADP(type=pre)	te
vindene	VRB(finiteness=inf)	vinden
oft	CONJ(type=coor)	of
omme	ADP(type=pre)	om
te	ADP(type=pre)	te
drinckene	VRB(finiteness=inf)	drinken
ende	CONJ(type=coor)	en
daerom	ADV(type=pron)	daarom
seggen	VRB(finiteness=fin,tense=pres)	zeggen
wy	PD(type=pers,position=free)	wij
dat	CONJ(type=sub)	dat
sy	PD(type=pers,position=free)	zij
arger	AA(degree=comp,position=free)	erg
sijn	VRB(finiteness=fin,tense=pres)	zijn
dan	CONJ(type=sub)	dan
beesten	NOU-C(number=pl)	beest
die	PD(type=d-p,position=free)	die
niet	ADV(type=reg)	niet
en	ADV(type=reg)	ne
pensen	VRB(finiteness=fin,tense=pres)	peinzen
omme	ADP(type=pre)	om
hare	PD(type=poss,position=prenom)	haar
oirbore	NOU-C(number=sg)	oorbaar
noch	CONJ(type=coor)	noch
van	ADP(type=pre)	van
enen	NUM(type=card,position=free,representation=let)	een
noch	CONJ(type=coor)	noch
van	ADP(type=pre)	van
anderen	PD(type=indef,position=free)	ander
ende	CONJ(type=coor)	en
hebben	VRB(finiteness=fin,tense=pres)	hebben
in	ADP(type=pre)	in
haer	PD(type=poss,position=prenom)	haar
herte	NOU-C(number=sg)	hart
die	PD(type=d-p,position=free)	die
met	ADP(type=pre)	met
rechte	AA(degree=pos,position=prenom)	recht
pensen	VRB(finiteness=inf)	peinzen
souden	VRB(finiteness=fin,tense=past)	zullen
omme	ADP(type=pre)	om
haren	PD(type=poss,position=prenom)	haar
sceppere	NOU-C(number=sg)	schepper
ende	CONJ(type=coor)	en
omme	ADP(type=pre)	om
sine	PD(type=poss,position=prenom)	zijn
gebode	NOU-C(number=sg)	gebod
ende	CONJ(type=coor)	en
hem	PD(type=pers,position=free)	hij
te	ADP(type=pre)	te
eerne	VRB(finiteness=inf)	eren
boven	ADP(type=pre)	boven
alle	PD(type=indef,subtype=oth,position=prenom)	al
dingen	NOU-C(number=pl)	ding
sy	PD(type=pers,position=free)	zij
en	ADV(type=reg)	ne
hebben	VRB(finiteness=fin,tense=pres)	hebben
enen	PD(type=indef,subtype=art,position=prenom)	een
goeden	AA(degree=pos,position=prenom)	goed
ingel	NOU-C(number=sg)	engel
diese	PD(type=d-p,position=free)+PD(type=pers,position=free)	die+zij
hoedt	VRB(finiteness=fin,tense=pres)	hoeden
waer	ADV(type=pron)	waar
by	ADV(type=pron)	bij
dat	CONJ(type=sub)	dat
de	PD(type=d-p,subtype=art,position=prenom)	de
duvel	NOU-C(number=sg)	duvel
en	ADV(type=reg)	ne
heeft	VRB(finiteness=fin,tense=pres)	hebben
ghene	PD(type=indef,subtype=oth,position=prenom)	gene
macht	NOU-C(number=sg)	macht
an	ADP(type=pre)	aan
hare	PD(type=pers,position=free)	haar
noch	CONJ(type=coor)	noch
quaet	NOU-C(number=sg)	kwaad
doen	VRB(finiteness=inf)	doen
en	ADV(type=reg)	ne
mach	VRB(finiteness=fin,tense=pres)	mogen
sy	PD(type=pers,position=free)	zij
en	ADV(type=reg)	ne
consenteert	VRB(finiteness=fin,tense=pres)	consenteren
selve	PD(type=d-p,position=free)	zelf
met	ADP(type=pre)	met
haren	PD(type=poss,position=prenom)	haar
wille	NOU-C(number=sg)	wil
dandere	PD(type=d-p,subtype=art,position=prenom)+NUM(type=ord,position=prenom,representation=let)	de+ander
maniere	NOU-C(number=sg)	manier
es	VRB(finiteness=fin,tense=pres)	zijn
de	PD(type=d-p,subtype=art,position=prenom)	de
